file,speaker,film,gender,language,emo
f_tri049aes_16k.wav,rosa guiñón,the devil wears prada,f,es,sa
f_tri054aes_16k.wav,rosa guiñón,the devil wears prada,f,es,sa
f_tri054ces_16k.wav,rosa guiñón,the devil wears prada,f,es,sa
f_tri055aen_16k.wav,scarlett johansson,lost in translation,f,en,sa
f_tri055ait_16k.wav,perla liberatori,lost in translation,f,it,sa
f_tri055ben_16k.wav,scarlett johansson,lost in translation,f,en,sa
f_tri056aen_16k.wav,scarlett johansson,lost in translation,f,en,sa
f_tri056ait_16k.wav,perla liberatori,lost in translation,f,it,sa
f_tri056ben_16k.wav,scarlett johansson,lost in translation,f,en,sa
f_tri056bit_16k.wav,perla liberatori,lost in translation,f,it,sa
f_tri056cit_16k.wav,perla liberatori,lost in translation,f,it,sa
f_tri057aen_16k.wav,scarlett johansson,lost in translation,f,en,sa
f_tri057ait_16k.wav,perla liberatori,lost in translation,f,it,sa
f_tri059aes_16k.wav,maría moscardó,meet joe black,f,es,sa
f_tri071aen_16k.wav,toni collette,the sixth sense,f,en,sa
f_tri081aes_16k.wav,maría moscardó,cinderella man,f,es,sa
f_tri085aes_16k.wav,eva lluch,side effects,f,es,sa
m_dis002aes_16k.wav,salvador vidal,falling down,m,es,co
m_dis002bes_16k.wav,salvador vidal,falling down,m,es,co
m_dis031ben_16k.wav,paul giamatti,cinderella man,m,en,co
m_gio005ait_16k.wav,christian iansante,good will hunting,m,it,ha
m_gio005bit_16k.wav,christian iansante,good will hunting,m,it,ha
m_gio010ait_16k.wav,christian iansante,good will hunting,m,it,ha
m_gio010bit_16k.wav,christian iansante,good will hunting,m,it,ha
m_gio034aes_16k.wav,manolo garcía,bicentennial man,m,es,ha
m_gio041aen_16k.wav,paul giamatti,cinderella man,m,en,ha
m_gio041ben_16k.wav,paul giamatti,cinderella man,m,en,ha
m_gio044ait_16k.wav,luca ward,cinderella man,m,it,ha
m_gio046ait_16k.wav,luca ward,cinderella man,m,it,ha
m_gio049aen_16k.wav,terrence howard,crash,m,en,ha
m_gio054aes_16k.wav,pedro molina,philadelphia,m,es,ha
m_gio054bes_16k.wav,pedro molina,philadelphia,m,es,ha
m_gio056aes_16k.wav,pedro molina,philadelphia,m,es,ha
m_gio058aes_16k.wav,pedro molina,philadelphia,m,es,ha
m_gio118ait_16k.wav,sergio di stefano,intelligenza artificiale,m,it,ha
m_gio119aes_16k.wav,unknown male,mystic river,m,es,ha
m_gio119ait_16k.wav,unknown male,mystic river,m,it,ha
m_gio121ait_16k.wav,unknown male,falling down,m,it,ha
m_gio130aen_16k.wav,casey affleck,good will hunting,m,en,ha
m_gio132ait_16k.wav,unknown male,good will hunting,m,it,ha
m_gio133ait_16k.wav,unknown male,good will hunting,m,it,ha
m_gio135ait_16k.wav,christian iansante,good will hunting,m,it,ha
m_gio136ait_16k.wav,christian iansante,a beautiful mind,m,it,ha
m_gio145aen_16k.wav,raymond j barry,falling down,m,en,ha
m_rab022aen_16k.wav,volker bruch,the reader,m,en,an
m_rab022aes_16k.wav,manuel gimeno,the reader,m,es,an
m_rab022ait_16k.wav,unknown male,the reader,m,it,an
m_rab027aen_16k.wav,volker bruch,the reader,m,en,an
m_rab027aes_16k.wav,manuel gimeno,the reader,m,es,an
m_rab029aes_16k.wav,manuel gimeno,the reader,m,es,an
m_rab029bes_16k.wav,manuel gimeno,the reader,m,es,an
m_rab029ces_16k.wav,manuel gimeno,the reader,m,es,an
m_rab030ces_16k.wav,manuel gimeno,the reader,m,es,an
m_rab030des_16k.wav,manuel gimeno,the reader,m,es,an
m_rab030ees_16k.wav,manuel gimeno,the reader,m,es,an
m_rab045ait_16k.wav,christian iansante,good will hunting,m,it,an
m_rab045bit_16k.wav,christian iansante,good will hunting,m,it,an
m_rab046ait_16k.wav,christian iansante,good will hunting,m,it,an
m_rab047ait_16k.wav,christian iansante,good will hunting,m,it,an
m_rab084aen_16k.wav,anthony hopkins,meet joe black,m,en,an
m_rab085aen_16k.wav,anthony hopkins,meet joe black,m,en,an
m_rab087aen_16k.wav,anthony hopkins,meet joe black,m,en,an
m_rab087ben_16k.wav,anthony hopkins,meet joe black,m,en,an
m_rab121ait_16k.wav,niseem onorato,side effects,m,it,an
m_tri007ait_16k.wav,unknown male,mystic river,m,it,sa
m_tri007cen_16k.wav,tom guiry,mystic river,m,en,sa
m_tri008aen_16k.wav,tom guiry,mystic river,m,en,sa
m_tri008ait_16k.wav,unknown male,mystic river,m,it,sa
m_tri008ben_16k.wav,tom guiry,mystic river,m,en,sa
m_tri008bit_16k.wav,unknown male,mystic river,m,it,sa
m_tri008cit_16k.wav,unknown male,mystic river,m,it,sa
m_tri009aen_16k.wav,tom guiry,mystic river,m,en,sa
m_tri009ait_16k.wav,unknown male,mystic river,m,it,sa
m_tri009bit_16k.wav,unknown male,mystic river,m,it,sa
m_tri009cen_16k.wav,tom guiry,mystic river,m,en,sa
m_tri009cit_16k.wav,unknown male,mystic river,m,it,sa
m_tri011ait_16k.wav,adalberto maria merli,million dollar baby,m,it,sa
m_tri011bit_16k.wav,adalberto maria merli,million dollar baby,m,it,sa
m_tri011cit_16k.wav,adalberto maria merli,million dollar baby,m,it,sa
m_tri011dit_16k.wav,adalberto maria merli,million dollar baby,m,it,sa
m_tri011eit_16k.wav,adalberto maria merli,million dollar baby,m,it,sa
m_tri011fit_16k.wav,adalberto maria merli,million dollar baby,m,it,sa
m_tri011git_16k.wav,adalberto maria merli,million dollar baby,m,it,sa
m_tri038aen_16k.wav,billy crudup,big fish,m,en,sa
m_tri040aen_16k.wav,billy crudup,big fish,m,en,sa
m_tri041aen_16k.wav,billy crudup,big fish,m,en,sa
m_tri041ben_16k.wav,billy crudup,big fish,m,en,sa
m_tri042aen_16k.wav,billy crudup,big fish,m,en,sa
