file,speaker,film,gender,language,emo
m_rab087bes_16k.wav,camilo garcía,meet joe black,m,es,an
m_rab089bit_16k.wav,massimo rossi,the interpreter,m,it,an
m_rab096bit_16k.wav,danilo de girolamo,patch adams,m,it,an
m_rab097ait_16k.wav,danilo de girolamo,patch adams,m,it,an
m_rab097bit_16k.wav,danilo de girolamo,patch adams,m,it,an
m_rab102aen_16k.wav,robin williams,patch adams,m,en,an
m_tri004ait_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri004bit_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri004eit_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri005ait_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri005bit_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri005cit_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri005dit_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri005eit_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri006ait_16k.wav,massimo rossi,mystic river,m,it,sa
m_tri007ait_16k.wav,unknown male,mystic river,m,it,sa
m_tri008ait_16k.wav,unknown male,mystic river,m,it,sa
m_tri008bit_16k.wav,unknown male,mystic river,m,it,sa
m_tri008cit_16k.wav,unknown male,mystic river,m,it,sa
m_tri009ait_16k.wav,unknown male,mystic river,m,it,sa
m_tri009bit_16k.wav,unknown male,mystic river,m,it,sa
m_tri009cit_16k.wav,unknown male,mystic river,m,it,sa
m_tri012aen_16k.wav,morgan freeman,million dollar baby,m,en,sa
m_tri012aes_16k.wav,pepe mediavilla,million dollar baby,m,es,sa
m_tri012ben_16k.wav,morgan freeman,million dollar baby,m,en,sa
m_tri012bes_16k.wav,pepe mediavilla,million dollar baby,m,es,sa
m_tri025aes_16k.wav,ramón langa,the sixth sense,m,es,sa
m_tri025ait_16k.wav,angelo maggi,the sixth sense,m,it,sa
m_tri026ait_16k.wav,ramón langa,the sixth sense,m,it,sa
m_tri028aes_16k.wav,ramón langa,the sixth sense,m,es,sa
m_tri028ait_16k.wav,angelo maggi,the sixth sense,m,it,sa
m_tri028bit_16k.wav,angelo maggi,the sixth sense,m,it,sa
m_tri029aes_16k.wav,ramón langa,the sixth sense,m,es,sa
m_tri029ait_16k.wav,angelo maggi,the sixth sense,m,it,sa
m_tri029bit_16k.wav,angelo maggi,the sixth sense,m,it,sa
m_tri030ait_16k.wav,angelo maggi,the sixth sense,m,it,sa
m_tri030bes_16k.wav,ramón langa,the sixth sense,m,es,sa
m_tri030bit_16k.wav,angelo maggi,the sixth sense,m,it,sa
m_tri030ces_16k.wav,ramón langa,the sixth sense,m,es,sa
m_tri030cit_16k.wav,angelo maggi,the sixth sense,m,it,sa
